time, Quad.Est.E.Yaw
5.264801,0.122531,0.387706
5.269801,0.122114,0.387814
5.274800,0.121489,0.387975
5.279800,0.121077,0.388084
5.284800,0.120469,0.388247
5.289799,0.120107,0.388356
5.294799,0.119484,0.388520
5.299798,0.119107,0.388630
5.304798,0.126668,0.387627
5.309798,0.126063,0.387729
5.314797,0.125126,0.387882
5.319797,0.124480,0.387984
5.324797,0.123516,0.388138
5.329796,0.122858,0.388242
5.334796,0.121813,0.388397
5.339796,0.121128,0.388502
5.344795,0.120049,0.388659
5.349795,0.119318,0.388764
5.354795,0.118183,0.388922
5.359794,0.117400,0.389028
5.364794,0.116195,0.389188
5.369793,0.115326,0.389295
5.374793,0.114049,0.389456
5.379793,0.113252,0.389564
5.384792,0.111907,0.389726
5.389792,0.110985,0.389835
5.394792,0.109609,0.389999
5.399791,0.108733,0.390108
5.404791,0.127823,0.389109
5.409791,0.126930,0.389210
5.414790,0.125743,0.389362
5.419790,0.124898,0.389464
5.424789,0.123665,0.389618
5.429789,0.122798,0.389721
5.434789,0.121578,0.389876
5.439788,0.120750,0.389980
5.444788,0.119490,0.390136
5.449788,0.118647,0.390241
5.454787,0.117329,0.390399
5.459787,0.116436,0.390504
5.464787,0.115089,0.390664
5.469786,0.114234,0.390770
5.474786,0.112921,0.390931
5.479785,0.112012,0.391038
5.484785,0.110685,0.391200
5.489785,0.109829,0.391308
5.494784,0.108506,0.391471
5.499784,0.107687,0.391581
5.504784,0.129720,0.390585
5.509783,0.128967,0.390686
5.514783,0.127789,0.390838
5.519783,0.126993,0.390939
5.524782,0.125852,0.391092
5.529782,0.125082,0.391195
5.534781,0.123937,0.391349
5.539781,0.123185,0.391453
5.544781,0.122055,0.391609
5.549780,0.121315,0.391713
5.554780,0.120206,0.391870
5.559780,0.119479,0.391975
5.564779,0.118365,0.392134
5.569779,0.117584,0.392240
5.574779,0.116446,0.392400
5.579778,0.115691,0.392507
5.584778,0.114562,0.392668
5.589777,0.113814,0.392776
5.594777,0.112646,0.392939
5.599777,0.111859,0.393048
5.604776,0.140801,0.392055
5.609776,0.140532,0.392156
5.614776,0.140141,0.392307
5.619775,0.139894,0.392408
5.624775,0.139533,0.392561
5.629775,0.139298,0.392663
5.634774,0.138955,0.392817
5.639774,0.138730,0.392920
5.644773,0.138397,0.393075
5.649773,0.138180,0.393179
5.654773,0.137860,0.393336
5.659772,0.137667,0.393441
5.664772,0.137371,0.393598
5.669772,0.137218,0.393704
5.674771,0.136966,0.393863
5.679771,0.136848,0.393970
5.684771,0.136661,0.394131
5.689770,0.136530,0.394238
5.694770,0.136400,0.394400
5.699769,0.136267,0.394509
5.704769,0.129904,0.393520
5.709769,0.129764,0.393620
5.714768,0.129535,0.393771
5.719768,0.129400,0.393872
5.724768,0.129214,0.394024
5.729767,0.129099,0.394126
5.734767,0.128954,0.394279
5.739767,0.128879,0.394382
5.744766,0.128796,0.394536
5.749766,0.128762,0.394640
5.754766,0.128726,0.394796
5.759765,0.128718,0.394900
5.764765,0.128746,0.395058
5.769764,0.128764,0.395163
5.774764,0.128817,0.395322
5.779764,0.128895,0.395428
5.784763,0.129003,0.395588
5.789763,0.129072,0.395695
5.794763,0.129231,0.395857
5.799762,0.129265,0.395965
5.804762,0.134507,0.394980
5.809762,0.134273,0.395079
5.814761,0.133902,0.395230
5.819761,0.133658,0.395330
5.824760,0.133301,0.395482
5.829760,0.133063,0.395583
5.834760,0.132741,0.395736
5.839759,0.132531,0.395838
5.844759,0.132236,0.395992
5.849759,0.132051,0.396095
5.854758,0.131785,0.396251
5.859758,0.131621,0.396355
5.864758,0.131362,0.396512
5.869757,0.131179,0.396617
5.874757,0.130935,0.396775
5.879756,0.130794,0.396881
5.884756,0.130573,0.397040
5.889756,0.130485,0.397147
5.894755,0.130310,0.397308
5.899755,0.130219,0.397415
5.904755,0.136381,0.396434
5.909754,0.135925,0.396533
5.914754,0.135266,0.396683
5.919754,0.134804,0.396783
5.924753,0.134078,0.396934
5.929753,0.133593,0.397035
5.934752,0.132836,0.397187
5.939752,0.132319,0.397289
5.944752,0.131541,0.397443
5.949751,0.131019,0.397545
5.954751,0.130238,0.397700
5.959751,0.129694,0.397804
5.964750,0.128887,0.397960
5.969750,0.128370,0.398065
5.974750,0.127566,0.398222
5.979749,0.127017,0.398328
5.984749,0.126171,0.398487
5.989748,0.125616,0.398593
5.994748,0.124755,0.398753
5.999748,0.124198,0.398861
6.004747,0.166475,0.397883
6.009747,0.165983,0.397982
6.014747,0.165257,0.398131
6.019746,0.164760,0.398231
6.024746,0.164031,0.398381
6.029746,0.163572,0.398482
6.034745,0.162863,0.398633
6.039745,0.162403,0.398735
6.044744,0.161725,0.398888
6.049744,0.161281,0.398990
6.054744,0.160608,0.399145
6.059743,0.160141,0.399248
6.064743,0.159447,0.399404
6.069743,0.158980,0.399508
6.074742,0.158299,0.399665
6.079742,0.157854,0.399770
6.084742,0.157149,0.399928
6.089741,0.156691,0.400034
6.094741,0.156012,0.400194
6.099741,0.155534,0.400301
6.104740,0.122863,0.399326
6.109740,0.122275,0.399425
6.114739,0.121392,0.399574
6.119739,0.120804,0.399673
6.124739,0.119921,0.399823
6.129738,0.119317,0.399923
6.134738,0.118385,0.400074
6.139738,0.117766,0.400175
6.144737,0.116826,0.400328
6.149737,0.116193,0.400430
6.154737,0.115231,0.400584
6.159736,0.114576,0.400687
6.164736,0.113581,0.400842
6.169735,0.112908,0.400946
6.174735,0.111905,0.401102
6.179735,0.111236,0.401207
6.184734,0.110238,0.401365
6.189734,0.109574,0.401470
6.194734,0.108551,0.401629
6.199733,0.107863,0.401736
6.204733,0.094689,0.400765
6.209733,0.094308,0.400863
6.214732,0.093750,0.401011
6.219732,0.093379,0.401110
6.224731,0.092834,0.401260
6.229731,0.092467,0.401360
6.234731,0.091922,0.401510
6.239730,0.091567,0.401611
6.244730,0.091037,0.401763
6.249730,0.090687,0.401865
6.254729,0.090151,0.402018
6.259729,0.089803,0.402120
6.264729,0.089290,0.402275
6.269728,0.088955,0.402378
6.274728,0.088473,0.402534
6.279727,0.088168,0.402639
6.284727,0.087733,0.402796
6.289727,0.087427,0.402901
6.294726,0.086956,0.403060
6.299726,0.086663,0.403166
6.304726,0.089514,0.402198
6.309725,0.089335,0.402296
6.314725,0.089029,0.402444
6.319725,0.088832,0.402542
6.324724,0.088519,0.402691
6.329724,0.088336,0.402791
6.334723,0.088046,0.402941
6.339723,0.087833,0.403041
6.344723,0.087527,0.403193
6.349722,0.087339,0.403294
6.354722,0.087061,0.403447
6.359722,0.086897,0.403549
6.364721,0.086623,0.403703
6.369721,0.086427,0.403806
6.374721,0.086163,0.403961
6.379720,0.085982,0.404065
6.384720,0.085728,0.404222
6.389719,0.085601,0.404327
6.394719,0.085373,0.404485
6.399719,0.085266,0.404591
6.404718,0.091288,0.403627
6.409718,0.091442,0.403724
6.414718,0.091657,0.403871
6.419717,0.091748,0.403969
6.424717,0.091991,0.404118
6.429717,0.092169,0.404217
6.434716,0.092387,0.404367
6.439716,0.092540,0.404467
6.444715,0.092757,0.404617
6.449715,0.092909,0.404718
6.454715,0.093168,0.404871
6.459714,0.093344,0.404972
6.464714,0.093683,0.405126
6.469714,0.093906,0.405229
6.474713,0.094270,0.405383
6.479713,0.094560,0.405487
6.484713,0.094960,0.405643
6.489712,0.095266,0.405748
6.494712,0.095649,0.405905
6.499712,0.095997,0.406011
6.504711,0.066911,0.405050
6.509711,0.066711,0.405147
6.514710,0.066451,0.405293
6.519710,0.066334,0.405392
6.524710,0.066097,0.405539
6.529709,0.065988,0.405638
6.534709,0.065730,0.405787
6.539709,0.065550,0.405887
6.544708,0.065280,0.406037
6.549708,0.065134,0.406138
6.554708,0.064910,0.406289
6.559707,0.064777,0.406391
6.564707,0.064517,0.406544
6.569706,0.064368,0.406646
6.574706,0.064092,0.406801
6.579706,0.063940,0.406904
6.584705,0.063676,0.407059
6.589705,0.063516,0.407164
6.594705,0.063255,0.407320
6.599704,0.062942,0.407426
6.604704,0.069050,0.406468
6.609704,0.068762,0.406565
6.614703,0.068631,0.406711
6.619703,0.068581,0.406809
6.624702,0.068453,0.406956
6.629702,0.068419,0.407054
6.634702,0.068275,0.407203
6.639701,0.068177,0.407302
6.644701,0.068014,0.407452
6.649701,0.067907,0.407552
6.654700,0.067750,0.407703
6.659700,0.067660,0.407805
6.664700,0.067511,0.407957
6.669699,0.067357,0.408059
6.674699,0.067163,0.408213
6.679698,0.067292,0.408316
6.684698,0.067156,0.408471
6.689698,0.067312,0.408574
6.694697,0.067221,0.408731
6.699697,0.067532,0.408836
6.704697,0.090012,0.407881
6.709696,0.089954,0.407978
6.714696,0.089844,0.408123
6.719696,0.089770,0.408221
6.724695,0.089642,0.408367
6.729695,0.089564,0.408466
6.734694,0.089461,0.408614
6.739694,0.089402,0.408713
6.744694,0.089296,0.408862
6.749693,0.089228,0.408962
6.754693,0.089139,0.409113
6.759693,0.089099,0.409213
6.764692,0.089021,0.409365
6.769692,0.088970,0.409467
6.774692,0.088885,0.409620
6.779691,0.088745,0.409723
6.784691,0.088654,0.409877
6.789690,0.088682,0.409981
6.794690,0.088619,0.410136
6.799690,0.088657,0.410241
6.804689,0.046800,0.409290
6.809689,0.046657,0.409386
6.814689,0.046403,0.409531
6.819688,0.046045,0.409628
6.824688,0.045807,0.409774
6.829688,0.045632,0.409872
6.834687,0.045378,0.410020
6.839687,0.045215,0.410118
6.844687,0.044924,0.410267
6.849686,0.044719,0.410367
6.854686,0.044406,0.410517
6.859685,0.044197,0.410617
6.864685,0.043842,0.410769
6.869685,0.043598,0.410870
6.874684,0.043229,0.411022
6.879684,0.042955,0.411125
6.884684,0.042547,0.411279
6.889683,0.042146,0.411382
6.894683,0.041697,0.411537
6.899683,0.041304,0.411641
6.904682,0.047891,0.410693
6.909682,0.047742,0.410789
6.914681,0.047545,0.410934
6.919681,0.047404,0.411030
6.924681,0.047200,0.411176
6.929680,0.047052,0.411274
6.934680,0.046858,0.411421
6.939680,0.046735,0.411519
6.944679,0.046547,0.411667
6.949679,0.046434,0.411767
6.954679,0.046266,0.411916
6.959678,0.046162,0.412016
6.964678,0.046034,0.412167
6.969677,0.045929,0.412268
6.974677,0.045803,0.412420
6.979677,0.045720,0.412522
6.984676,0.045593,0.412675
6.989676,0.045512,0.412778
6.994676,0.045408,0.412933
6.999675,0.045377,0.413037
7.004675,0.071401,0.412092
7.009675,0.071676,0.412188
7.014674,0.072047,0.412332
7.019674,0.072287,0.412428
7.024673,0.072685,0.412573
7.029673,0.072968,0.412671
7.034673,0.073421,0.412817
7.039672,0.073718,0.412915
7.044672,0.074107,0.413063
7.049672,0.074371,0.413162
7.054671,0.074777,0.413311
7.059671,0.075085,0.413411
7.064671,0.075561,0.413561
7.069670,0.075883,0.413662
7.074670,0.076364,0.413813
7.079669,0.076687,0.413915
7.084669,0.077175,0.414068
7.089669,0.077539,0.414170
7.094668,0.078101,0.414324
7.099668,0.078467,0.414428
7.104668,0.068778,0.413486
7.109667,0.068737,0.413581
7.114667,0.068668,0.413725
7.119667,0.068644,0.413821
7.124666,0.068600,0.413966
7.129666,0.068584,0.414063
7.134665,0.068540,0.414209
7.139665,0.068498,0.414306
7.144665,0.068418,0.414454
7.149664,0.068342,0.414552
7.154664,0.068204,0.414701
7.159664,0.068126,0.414800
7.164663,0.067992,0.414950
7.169663,0.067887,0.415050
7.174663,0.067732,0.415201
7.179662,0.067676,0.415303
7.184662,0.067495,0.415455
7.189662,0.067306,0.415557
7.194661,0.067128,0.415711
7.199661,0.066946,0.415814
7.204660,0.085274,0.414876
7.209660,0.085222,0.414971
7.214660,0.085154,0.415114
7.219659,0.085081,0.415209
7.224659,0.085073,0.415353
7.229659,0.085043,0.415450
7.234658,0.084980,0.415596
7.239658,0.084903,0.415693
7.244658,0.084821,0.415840
7.249657,0.084783,0.415938
7.254657,0.084767,0.416086
7.259656,0.084747,0.416185
7.264656,0.084765,0.416335
7.269656,0.084808,0.416434
7.274655,0.084851,0.416585
7.279655,0.084886,0.416686
7.284655,0.084892,0.416838
7.289654,0.084875,0.416940
7.294654,0.084854,0.417093
7.299654,0.084825,0.417195
7.304653,0.067167,0.416260
7.309653,0.067287,0.416355
7.314652,0.067526,0.416497
7.319652,0.067677,0.416593
7.324652,0.067914,0.416737
7.329651,0.068016,0.416833
7.334651,0.068216,0.416978
7.339651,0.068367,0.417075
7.344650,0.068504,0.417221
7.349650,0.068566,0.417319
7.354650,0.068686,0.417467
7.359649,0.068695,0.417566
7.364649,0.068783,0.417714
7.369648,0.068799,0.417814
7.374648,0.068850,0.417964
7.379648,0.068830,0.418065
7.384647,0.068828,0.418216
7.389647,0.068875,0.418317
7.394647,0.068914,0.418470
7.399646,0.069117,0.418572
7.404646,0.069016,0.417640
7.409646,0.068946,0.417735
7.414645,0.068677,0.417877
7.419645,0.068407,0.417972
7.424644,0.068100,0.418115
7.429644,0.067860,0.418211
7.434644,0.067560,0.418356
7.439643,0.067305,0.418452
7.444643,0.066883,0.418598
7.449643,0.066606,0.418696
7.454642,0.066185,0.418843
7.459642,0.065971,0.418941
7.464642,0.065550,0.419090
7.469641,0.065165,0.419189
7.474641,0.064701,0.419339
7.479640,0.064481,0.419439
7.484640,0.064024,0.419590
7.489640,0.063619,0.419691
7.494639,0.063109,0.419843
7.499639,0.062687,0.419945
7.504639,0.087970,0.419016
7.509638,0.087831,0.419110
7.514638,0.087837,0.419252
7.519638,0.087901,0.419346
7.524637,0.087916,0.419489
7.529637,0.087976,0.419585
7.534636,0.087988,0.419729
7.539636,0.088008,0.419825
7.544636,0.087976,0.419971
7.549635,0.087910,0.420068
7.554635,0.087830,0.420215
7.559635,0.087712,0.420313
7.564634,0.087596,0.420461
7.569634,0.087500,0.420559
7.574634,0.087337,0.420709
7.579633,0.087344,0.420808
7.584633,0.087260,0.420959
7.589633,0.087277,0.421060
7.594632,0.087181,0.421211
7.599632,0.087305,0.421313
7.604631,0.116686,0.420387
7.609631,0.116715,0.420481
7.614631,0.116706,0.420622
7.619630,0.116657,0.420716
7.624630,0.116579,0.420859
7.629630,0.116525,0.420954
7.634629,0.116441,0.421098
7.639629,0.116385,0.421194
7.644629,0.116301,0.421339
7.649628,0.116271,0.421436
7.654628,0.116210,0.421582
7.659627,0.116119,0.421679
7.664627,0.115981,0.421827
7.669627,0.115828,0.421926
7.674626,0.115610,0.422074
7.679626,0.115589,0.422174
7.684626,0.115416,0.422324
7.689625,0.115383,0.422424
7.694625,0.115235,0.422575
7.699625,0.115185,0.422677
7.704624,0.115045,0.421754
7.709624,0.114542,0.421847
7.714623,0.113865,0.421988
7.719623,0.113452,0.422082
7.724623,0.112734,0.422224
7.729622,0.112251,0.422319
7.734622,0.111543,0.422462
7.739622,0.111074,0.422558
7.744621,0.110360,0.422702
7.749621,0.109890,0.422799
7.754621,0.109192,0.422944
7.759620,0.108716,0.423042
7.764620,0.107980,0.423189
7.769619,0.107473,0.423287
7.774619,0.106715,0.423435
7.779619,0.106170,0.423535
7.784618,0.105380,0.423684
7.789618,0.104822,0.423784
7.794618,0.104013,0.423935
7.799617,0.103523,0.424036
7.804617,0.133697,0.423116
7.809617,0.133333,0.423209
7.814616,0.132743,0.423349
7.819616,0.132347,0.423443
7.824615,0.131711,0.423584
7.829615,0.131301,0.423679
7.834615,0.130692,0.423822
7.839614,0.130269,0.423917
7.844614,0.129622,0.424061
7.849614,0.129188,0.424158
7.854613,0.128497,0.424303
7.859613,0.128022,0.424400
7.864613,0.127290,0.424546
7.869612,0.126820,0.424644
7.874612,0.126081,0.424792
7.879611,0.125574,0.424891
7.884611,0.124845,0.425040
7.889611,0.124348,0.425140
7.894610,0.123632,0.425290
7.899610,0.123216,0.425391
7.904610,0.149197,0.424473
7.909609,0.148721,0.424566
7.914609,0.147981,0.424706
7.919609,0.147485,0.424800
7.924608,0.146784,0.424941
7.929608,0.146323,0.425035
7.934608,0.145678,0.425177
7.939607,0.145248,0.425272
7.944607,0.144641,0.425416
7.949606,0.144257,0.425512
7.954606,0.143700,0.425657
7.959606,0.143324,0.425754
7.964605,0.142775,0.425900
7.969605,0.142410,0.425997
7.974605,0.141871,0.426145
7.979604,0.141530,0.426243
7.984604,0.140982,0.426392
7.989604,0.140614,0.426491
7.994603,0.140071,0.426641
7.999603,0.139717,0.426741
8.004604,0.204361,0.425827
8.009606,0.204262,0.425919
8.014608,0.204082,0.426059
8.019610,0.203975,0.426152
8.024612,0.203812,0.426293
8.029614,0.203721,0.426387
